1,0
2,0.246
3,0.995
4,0
5,0.631
6,0.878
7,0.164
8,0.169
9,0.278
10,0.979
11,0.36
12,0.306
13,0
14,0.624
15,0
16,0.821
17,0.691
18,0
19,0.54
20,0
21,0.626
22,0.295
23,0.297
24,0.542
25,0.535
26,0.305
27,0.643
28,0.668
29,0
30,0
31,0.833
32,0.126
33,0.542
34,0.805
35,0.231
36,0.547
37,0.736
38,0.523
39,0.535
40,0.572
41,0.816
42,0.412
43,0.702
44,0.814
45,0.796
46,0.552
47,0.84
48,0
49,0
50,0
51,0.334
52,0.521
53,0.724
54,0.338
55,0
56,0.502
57,0.245
58,0
59,0.714
60,0.147
61,0
62,0.758
63,0.335
64,0.761
65,0.729
66,0.793
67,0.219
68,0.884
69,0.106
70,0.288
71,0.723
72,0.814
73,1
74,0.503
75,0.866
76,0.25
77,0.793
78,0.906
79,0
80,1
81,0.188
82,0.108
83,0.954
84,0.887
85,0.733
86,0
87,0.932
88,0.132
89,0
90,0.275
91,0.744
92,0.506
93,0
94,0.258
95,0.166
96,0.517
97,0.243
98,0.807
99,0.82
100,0.278
101,0.174
102,0.58
103,0.239
104,0.066
105,0.689
106,0.836
107,0
108,1
109,0.012
110,0.741
111,0.263
112,0.25
113,0
114,0.645
115,0.75
116,1
117,0.73
118,0.717
119,0.662
120,0.515
121,0.59
122,0.329
123,0.614
124,0.156
125,0.981
126,0.357
127,0.962
128,0
129,0.82
130,0.168
131,0.787
132,0.702
133,0
134,0.536
135,0.488
136,1
137,0.554
138,0.756
139,0.258
140,0.69
141,0
142,0.608
143,0.629
144,0.578
145,1
146,0.294
147,0.122
148,0
149,0
150,0.608
151,0.218
152,0
153,0.752
154,0.508
155,0.868
156,0.781
157,0.548
158,0.283
159,0.1
160,0.114
161,0
162,0.569
163,0.678
164,0
165,0.253
166,0.485
167,0.855
168,0.243
169,0.247
170,0.918
171,0.895
172,0.522
173,0.315
174,0.834
175,0.16
176,0.868
177,0.811
178,0.061
179,0
180,0.247
181,1
182,0.701
183,0.54
184,0.257
185,0.246
186,0.691
187,0.834
188,0.641
189,0.175
190,0.168
191,0.329
192,1
193,0
194,0.811
195,0.674
196,0.285
197,0.808
198,0.593
199,0.648
200,0.776
201,0.011
202,0.621
203,0.634
204,0.681
205,0.912
206,0.748
207,0.467
208,0.827
209,0.754
210,0.356
211,0.589
212,0.853
213,1
214,0.732
215,0.786
216,0.285
217,0.155
218,0.68
219,0.333
220,0.678
221,0.332
222,0
223,0.581
224,0.751
225,0.07
226,0.359
227,0.191
228,0.436
229,0.931
230,0.877
231,0
232,0.667
233,0.919
234,0.621
235,0.752
236,0.725
237,1
238,0.786
239,0.161
240,0.175
241,0.784
242,0.281
243,0.398
244,0.676
245,0
246,0
247,0.698
248,0.913
249,0.629
250,0
251,0
252,0.277
253,0.415
254,0.786
255,0.97
256,0.753
257,0.143
258,0.887
259,0.617
260,0.141
261,0.633
262,0.582
263,0.183
264,0.939
265,0
266,0.523
267,0.925
268,0.559
269,0.844
270,0.546
271,0.18
272,0.589
273,0
274,0.785
275,0.255
276,0
277,0.292
278,0
279,0.262
280,0
281,0
282,0.476
283,0.666
284,0.716
285,0.876
286,0.622
287,0
288,1
289,0.64
290,0
291,0.688
292,0.873
293,0.684
294,0.153
295,1
296,0.863
297,0.694
298,0.231
299,0.594
300,0
301,0.723
302,0.648
303,0.626
304,0.378
305,0.158
306,0.765
307,0
308,0.904
309,0.554
310,0.706
311,0.478
312,0.062
313,0.918
314,0.836
315,0.606
316,0.229
317,0.855
318,0.43
319,0.61
320,0.076
321,0.936
322,0
323,0.052
324,0.428
325,0
326,0.13
327,0.993
328,0.848
329,1
330,0
331,0.553
332,0.821
333,0.171
334,0.041
335,0
336,0.487
337,0.53
338,0.808
339,0.199
340,0.851
341,0.758
342,0.659
343,0.14
344,0.358
345,0.267
346,0.014
347,0.617
348,0.852
349,0.985
350,0.231
351,0
352,0.655
353,0.74
354,0.119
355,0.291
356,0
357,0.746
358,0.353
359,0.651
360,0.502
361,0.287
362,0.216
363,0.561
364,0
365,0.077
366,0.211
367,0.871
368,0.747
369,0.652
370,0
371,0.293
372,0.782
373,0.999
374,0.512
375,0.573
376,0.064
377,0
378,0.577
379,0.294
380,0.208
381,0.422
382,0.301
383,1
384,1
385,0
386,1
387,0
388,0.396
389,0
390,0.895
391,0.495
392,0
393,0.345
394,0
395,0.648
396,1
397,0.88
398,0.823
399,0.144
400,0.933
401,0.5
402,0.933
403,1
404,0.998
405,0
406,0.169
407,0.586
408,0.402
409,0.612
410,0.614
411,1
412,0.642
413,0.976
414,0.271
415,0.257
416,0
417,0.55
418,0.645
419,0.596
420,0.17
421,0.714
422,0.16
423,0.4
424,0
425,0.698
426,0
427,0.811
428,0.316
429,0.702
430,0.435
431,0.13
432,0
433,0.592
434,0.319
435,0.408
436,1
437,0.241
438,0
439,0.117
440,0
441,0.775
442,0.721
443,0.319
444,0.938
445,0.394
446,1
447,0.19
448,0.532
449,0.978
450,1
451,0.37
452,0.493
453,0.307
454,0.588
455,0.528
456,0.972
457,0.775
458,0.677
459,0.607
460,0.341
461,0.628
462,0.719
463,0.705
464,0
465,0.226
466,0.248
467,0.646
468,0.178
469,0.19
470,0.269
471,0.601
472,0.596
473,0
474,0.196
475,0.362
476,0.162
477,0.793
478,0.793
479,0.333
480,0.101
481,0.714
482,0.74
483,0.315
484,0.865
485,0.586
486,0.13
487,0
488,0.276
489,0.663
490,0.236
491,0.48
492,0
493,0.668
494,0.849
495,0.75
496,0.645
497,0.219
498,0.609
499,0
500,0.57
501,0
502,0.493
503,0.326
504,0.492
505,0
506,0.304
507,0.604
508,0.657
509,0.199
510,0.054
511,0.286
512,0.258
513,0.644
514,0
515,0.638
516,0.352
517,0.668
518,0.34
519,0.394
520,0.32
521,0.148
522,0.733
523,0.154
524,0.924
525,0
526,0.003
527,0.377
528,0
529,0.76
530,0.534
531,0.218
532,0.419
533,0.735
534,0.559
535,0.267
536,0.448
537,0
538,0
539,0.982
540,0.632
541,0.146
542,0
543,0.979
544,0.528
545,0.411
546,0.745
547,0.232
548,0.224
549,0
550,0
551,0.572
552,0.233
553,0.473
554,0.979
555,0.692
556,0.654
557,0.286
558,0.78
559,0.141
560,0.68
561,0.985
562,0.752
563,0.82
564,0
565,0.899
566,0.226
567,0.349
568,0.532
569,0.852
570,0.317
571,0.534
572,0.575
573,0.306
574,0.76
575,0.104
576,0
577,1
578,0
579,0.472
580,0.17
581,0.298
582,0.665
583,0.632
584,0.594
585,0.281
586,0.379
587,0.687
588,0.591
589,0.573
590,0.037
591,1
592,0
593,0.705
594,0.36
595,0
596,1
597,0.754
598,0.727
599,0.119
600,1
601,0.894
602,0.392
603,0.202
604,0.018
605,0
606,0.776
607,0.513
608,0.953
609,0.252
610,0.492
611,0.625
612,0.673
613,0.826
614,0.182
615,0.532
616,0.245
617,0.443
618,0.806
619,0
620,0.166
621,0.381
622,0.74
623,0.975
624,0.187
625,0.761
626,1
627,0
628,0.867
629,0.953
630,0.041
631,0.589
632,0.032
633,0.611
634,0.215
635,0.718
636,0.063
637,0.09
638,0.936
639,0
640,0.03
641,0.674
642,0
643,0.855
644,0.229
645,0
646,0.279
647,0.884
648,0
649,0.889
650,0.62
651,0.798
652,0.08
653,0.715
654,0.095
655,1
656,0
657,0.607
658,0.919
659,0.838
660,0.497
661,0.186
662,0.799
663,0.154
664,0.201
665,0.686
666,0.549
667,0.265
668,0.726
669,0.45
670,0.8
671,0.595
672,0.711
673,0.734
674,0.531
675,0.797
676,0.171
677,0.852
678,0
679,0.693
680,0.843
681,1
682,0.807
683,0.49
684,0.97
685,0.046
686,0.797
687,0.717
688,0.769
689,0.752
690,0.831
691,0.822
692,0.15
693,0.606
694,0.473
695,0.043
696,0.4
697,0.595
698,0
699,0.239
700,0.252
701,0.155
702,0
703,0.821
704,0
705,0.782
706,0
707,0.949
708,0.118
709,0.147
710,0.588
711,0.003
712,0.143
713,0.008
714,0
715,0.046
716,0.755
717,0.881
718,0.757
719,0.802
720,0.89
721,0.383
722,0.031
723,0.954
724,0
725,0
726,0.339
727,0
728,0.023
729,0.846
730,0.576
731,0.163
732,0.76
733,0.629
734,0.232
735,0.648
736,0.485
737,0.857
738,0.337
739,0.627
740,0.79
741,0
742,0.611
743,0
744,0
745,0.879
746,0.736
747,0.718
748,0.648
749,0.493
750,0.545
751,0.804
752,0.892
753,0.444
754,0.163
755,0.606
756,0
757,0.742
758,0.553
759,0.58
760,0.371
761,0
762,0.657
763,0.88
764,0.983
765,0.59
766,0.751
767,0.756
768,0.52
769,0
770,0.813
771,0.105
772,0.692
773,0.694
774,0.625
775,0
776,0.565
777,0
778,0.939
779,0.509
780,0.641
781,0
782,0.84
783,0.181
784,0
785,1
786,0.77
787,0.892
788,0.163
789,0.239
790,0.839
791,0.669
792,0.828
793,0.611
794,0
795,0.543
796,0.246
797,0.488
798,0.211
799,0.477
800,0.72
801,0.951
802,0.569
803,1
804,0
805,0.585
806,0.742
807,0.692
808,0.649
809,0
810,0.247
811,1
812,1
813,0.964
814,0.415
815,0.108
816,0.846
817,0.819
818,0.313
819,0.363
820,0.633
821,0.625
822,0.909
823,0.738
824,0.22
825,0.115
826,0.425
827,0.179
828,0.727
829,0.504
830,0.324
831,0.257
832,0.372
833,0.859
834,0.225
835,0.661
836,0
837,0.313
838,0.455
839,0.516
840,0.761
841,0.573
842,0.667
843,0.765
844,0
845,1
846,0.569
847,0.247
848,0.631
849,0.276
850,0.842
851,0
852,0.073
853,0.869
854,0.573
855,0
856,0.625
857,0.805
858,0.274
859,0.107
860,0.008
861,0
862,0.738
863,0.548
864,0.286
865,0
866,0.635
867,0.411
868,0.195
869,0
870,0.006
871,0.152
872,0.698
873,0.803
874,0.855
875,0.752
876,0.129
877,0.05
878,0.636
879,0.37
880,0.853
